0	0	5.20094E-1
0	1	2.22531E-1
0	2	-2.81378E-1
0	3	1.61913E-1
0	4	-3.25372E-2
1	0	8.50895E-2
1	1	9.99115E-1
1	2	-9.06851E-1
1	3	2.57399E-1
2	0	-1.08374
2	1	1.88797
2	2	-7.72479E-1
3	0	-2.89555E-1
3	1	1.26613
3	2	-4.89837E-1
3	4	6.98452E-2
3	6	-4.35673E-3
4	2	-2.57040E-1
4	5	8.72102E-3
5	1	1.20573E-1
5	6	-5.93264E-4
